id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,A1_freq,A2_freq,A3_freq,A4_freq,A5_freq,A6_freq,A7_freq,A8_freq,A9_freq,A10_freq
065D,12,10-Jan,378,0.332933,2,9932,4.95,∞,256,515150.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4239457081753897,0.4884684605833737,0.626403418386176,1.228113838732989,0.5312142548539417,-0.5711279542503469,0.4273832968342747,-0.25408054827289794,0.39782336899997833,0.6297380688555698,0.5816554809843401,0.005555555555555556,0.5646100116414435,0.008403361344537815,0.2692307692307692,0.012269938650306749,0.00967741935483871,0.011583011583011582,0.03305785123966942,0.2495921696574225
065E,12,0.1,378,0.3329,2,9932,4.95,∞,256,515150.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.45263614533890967,0.4115485783587481,-0.8440689713505872,1.242334470144666,0.8378510970326358,-0.361745848034299,-1.0320036584917527,-0.5814477937635145,0.2149497588543879,0.306209304065101,0.5816554809843401,0.011111111111111112,0.5646100116414435,0.0056022408963585435,0.2692307692307692,0.012269938650306749,0.00967741935483871,0.011583011583011582,0.03305785123966942,0.2495921696574225
065F,12,0.1,378,2,2,9932,4.95,∞,256,515150.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0816976736275479,0.3487981481228693,-0.9451489064879752,0.9342207895583368,0.5341769296576006,0.6866086975715682,-0.721903911138796,0.8323613461242478,0.3837561682195483,0.18962236179826536,0.5816554809843401,0.011111111111111112,0.5646100116414435,0.0056022408963585435,0.2692307692307692,0.012269938650306749,0.00967741935483871,0.011583011583011582,0.03305785123966942,0.2495921696574225
066D,4,,378,832/2499,,319467,6,8,256,11,0.0,,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,-0.5246989110635533,,0.6252000858250166,-0.2733478278165452,,0.568199506470079,0.6735449519495081,0.9471355198420736,0.8303897929982019,0.7492396846790763,0.21657754010695188,0.0,0.5646100116414435,0.5175675675675676,0.0,0.014314928425357873,0.18387096774193548,0.32639791937581275,0.03305785123966942,0.004347826086956522
066E,4,5,378,832/2499,sqrt2,299667,2,8,24,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,-0.7319758897333729,0.1544742351343414,-1.3109620050804272,0.9567367892934916,0.5860237387216309,0.7472573076479407,0.5856300751226391,-2.1739394540983468,0.4892601740727736,,0.21657754010695188,0.022222222222222223,0.5646100116414435,0.5175675675675676,0.031578947368421054,0.00408997955010225,0.024193548387096774,0.32639791937581275,0.01818181818181818,0.0
069D,12,0,378,832/2499,1,301833,50/8,8,118,515150.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.6789515463527214,0.7414943889538528,-0.16177940917321845,-1.9158307558652072,0.08681303430510931,-1.7277835892783078,0.5168966259670869,-0.8214301569916955,0.7547785888033904,-0.8829775070566224,0.5816554809843401,0.05,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.32083333333333336,0.008064516129032258,0.32639791937581275,0.001652892561983471,0.2495921696574225
069F,12,0,378,832/2499,1,301833,50/8,8,,515150.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,-0.6717209540735416,1.0845975478242222,-0.1641860742955372,0.3736909014147458,0.10014507092157426,-1.4462007567808641,0.478533770624453,-0.8188216530435631,,-0.6847797052030018,0.5816554809843401,0.05,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.32083333333333336,0.008064516129032258,0.32639791937581275,0.0,0.2495921696574225
070A,2,16/5cos^2(theta),-2845,11/666400,1,250667,-24,4,85,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048684919350886376,0.5390736462574696,-0.8633222923291374,1.115533840057215,0.8911792434984958,-0.05272673954992494,-1.6506047008917224,-1.7409277987083678,0.7389529879254066,-0.3525069197425203,0.27540106951871657,0.002777777777777778,0.00267379679144385,0.0028011204481792717,0.18526315789473685,0.002044989775051125,0.03870967741935484,0.5405405405405406,0.008264462809917356,0.03260869565217391
070C,9,23,890,789,111,234,354,678,453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32610078045326407,0.32045924414537563,0.3977702317658936,-0.24609161761083148,-0.9382724477608639,-0.7530737844794643,-1.0911463938116464,-0.4718906279419536,-1.3254087266027006,-0.9981071125451225,0.00267379679144385,0.002777777777777778,0.00267379679144385,0.0028011204481792717,0.002105263157894737,0.002044989775051125,0.0016129032258064516,0.0019305019305019305,0.001652892561983471,0.03695652173913044
070E,12,10-Jul,343,99/2499,4-Mar,199667,48,3,15,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2610254499406463,-0.29591191736511124,0.743126676818636,0.1378654305044401,-0.8701309272767097,-0.2794370200735078,-0.5668540374623179,-0.7862153536919081,-0.44269187763071616,-0.09164363642047557,0.5816554809843401,0.002777777777777778,0.00267379679144385,0.0028011204481792717,0.010526315789473684,0.026584867075664622,0.0064516129032258064,0.055984555984555984,0.008264462809917356,0.03260869565217391
071A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
071B,52,321,87,654,97,9,12345,78,46,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8103073060911535,-0.9962876870945971,-1.2676420328786895,-1.933606545129803,-3.0536222575733056,-2.823790614229896,-3.4152960466528772,-2.3943580377155347,-3.9313576711773646,-3.173910922599942,0.00267379679144385,0.002777777777777778,0.00267379679144385,0.0028011204481792717,0.002105263157894737,0.010224948875255624,0.0016129032258064516,0.0019305019305019305,0.001652892561983471,0.030434782608695653
071F,,,,,,,,,,,,,,,,,,,,,2.5458926101614474,,-1.0787188207766665,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
074A,12,25-Feb,378,832/2499,2,300833,(4sqrt30)/5,8,64,1030301/2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.5849538467233846,0.9024188793974774,-1.0678888277262322,-1.7013362320724166,0.6512025844021264,-2.5768641303475226,-0.23437595782615825,0.20762465054653736,-0.4127990759723023,-2.26599010969696,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.08384458077709611,0.0975254730713246,0.32639791937581275,0.09586776859504133,0.2495921696574225
074B,12,0.08,378,832/2499,1,300833,(4sqrt6)/5,8,64,1030301/2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.531929503342733,-0.8141090186678522,-1.0341955160137695,-1.6444537064257096,0.9400633777588673,-1.1920542002703507,-0.5364834436493994,-1.6965832315901168,-1.9302983601611923,-2.263075436140289,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.08384458077709611,0.0016129032258064516,0.32639791937581275,0.09586776859504133,0.2495921696574225
074C,12,25-Feb,378,832/2499,sqrt3/3,300833,(4sqrt30)/5,8,64,1030301/2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.38490746033274476,-0.8120848112408884,-1.0558555021146383,-1.6136423383670766,0.9371007029552084,-0.04983871049866911,-0.3127001208173689,-1.794402129645082,-2.216917576062454,-2.56037213892072,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.004210526315789474,0.08384458077709611,0.0975254730713246,0.32639791937581275,0.09586776859504133,0.2495921696574225
074D,12,25-Feb,378,832/2499,-1,300833,(4sqrt30)/5,8,64,101^3/2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.5970048338553507,-0.1279027009271132,-1.2772686933679644,-1.364781288662734,0.9785781502064328,-1.342231710935654,-0.2008084594013537,-1.7018002394863816,-0.46730947899646863,-1.9016559151130985,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.02736842105263158,0.08384458077709611,0.0975254730713246,0.32639791937581275,0.09586776859504133,0.2495921696574225
074E,12,0.08,378,832/2499,1,300833,4sqrt1.2,8,64,(1030301)/2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.6174915119796934,1.5886251971382166,-0.9030322668473969,-0.41792424716859194,-0.48942721500654324,-2.20430838273552,-0.4485685668225303,-1.827008428996737,-1.6419207441623764,0.7375809904523928,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.08384458077709611,0.0016129032258064516,0.32639791937581275,0.09586776859504133,0.2495921696574225
074F,12,25-Feb,378,832/2499,1,300833,(4sqrt30)/5,8,64,1030301/2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.4909561470940478,-0.8262542632296352,-1.1184287952949261,-1.6408985485727905,-0.11316751494186525,-1.5790500931386324,-0.24076976704993056,-1.8022276414894791,0.07779455124519509,0.18233567790658814,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.08384458077709611,0.0975254730713246,0.32639791937581275,0.09586776859504133,0.2495921696574225
074G,12,25-Feb,378,832/2499,1,300383,(4sqrt(30))/5,8,64,1030301/2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.7114892116090302,-0.14612056776978768,-1.3482653144763679,-0.8030663479015033,0.8600711580600775,-1.170393982385932,-0.30470785928765354,-1.7213640190973747,-2.2221927763551155,-2.1668912087701493,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.002044989775051125,0.0975254730713246,0.32639791937581275,0.09586776859504133,0.2495921696574225
074H,12,25-Feb,378,832/2499,1,300833,(4sqrt(30))/5,8,64,\frac{1030301}{2},1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.5524161814670756,-0.8211937446622256,-0.7273457129181273,-1.2296852902518052,0.6275011859728553,0.654840378007754,-0.2807310746985074,0.11502276038783707,-2.2151591759649003,-1.723860828156174,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.08384458077709611,0.0975254730713246,0.32639791937581275,0.09586776859504133,0.2495921696574225
075A,12,25-Feb,378,832/2499,sqrt6+sqrt2,301833,(4*sqrt30)/5,48,29,1030301/2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.6138762158401035,-1.1481032441168846,-1.225525393238111,-1.764144020807322,0.609725137150902,-2.171096048646078,-2.328348478611586,0.969307803401199,0.6949929854865629,0.3951068475435631,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.002105263157894737,0.32083333333333336,0.0975254730713246,0.0019305019305019305,0.0706605222734255,0.2495921696574225
075B,12,25-Feb,729,832/2499,(sqrt5 + 1)/2,301833,sqrt(96/5),8,16,101,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4632388766905254,-1.0873770213079696,1.413382913384411,-1.4240339195447203,0.6956427064570097,-0.8368266269658834,-2.048619325071548,0.7958422908503942,-0.27740226846066324,0.7302943065607156,0.5816554809843401,0.5522388059701493,0.1657754010695187,0.5175675675675676,0.002105263157894737,0.32083333333333336,0.0032258064516129032,0.32639791937581275,0.03471074380165289,0.034782608695652174
075C,12,25-Feb,378,832/2499,sqrt6 + sqrt2,301833,6,,27,10201,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,-0.7054637180430471,0.25973302133646065,0.6757400533937106,-1.6243078119258343,-0.1442756003802835,-1.9588259133787742,0.5312826967205745,,-0.4145574760698561,0.7638130524624308,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.002105263157894737,0.32083333333333336,0.18387096774193548,0.0,0.008264462809917356,0.01956521739130435
075E,12,25-Feb,378,832/2499,2,301833,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-0.6753362502131315,-1.165309007246077,-0.8296289806166747,-1.0661480290175227,-1.7233812707304677,-1.1747260259628158,-0.891339855568762,,,,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0,0.0,0.0,0.0
075F,12,25-Feb,378,832/2499,2-Jan,301833,4/5sqrt30,4,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,-0.5524161814670756,1.0501860215658372,1.524089509011074,-1.100514554929075,0.8837725564893485,1.017288023940361,-0.5460741574850578,0.30805205254963486,,,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.08842105263157894,0.32083333333333336,0.0975254730713246,0.5405405405405406,0.0,0.0
075H,12,-\frac{3}{25},-8946,\frac{1322}{2499},\frac{2a}{a+sqrt(a^2+4b^2)},301833,\frac{18sqrt(10)+24sqrt(5)}{25},4,21,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3914080429190807,-1.262470963740341,-0.9668088925888441,0.0003993268582317469,0.0008954649990017265,0.18409164265305333,0.8142087548724988,-0.45493535227909293,-1.4625639342118935,0.7084342548856839,0.5816554809843401,0.002777777777777778,0.0053475935828877,0.0028011204481792717,0.002105263157894737,0.32083333333333336,0.0016129032258064516,0.5405405405405406,0.07107438016528926,0.030434782608695653
076A,12,25-Feb,756,832/2499,2-Jan,"301,833",frac{4sqrt30}{5},4,,10201/2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,-0.6729260527867382,-0.9578277459822843,1.015079835640656,-1.5875711807790027,0.5178822182374767,1.0606084597091985,0.5888269797345252,-1.0314147248163539,0.4875017739752198,0.492748411692038,0.5816554809843401,0.5522388059701493,0.0213903743315508,0.5175675675675676,0.08842105263157894,0.32083333333333336,0.0975254730713246,0.5405405405405406,0.0,0.015217391304347827
077A,2,7,450,47/52,pi,516,50,4,100,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5620569711726486,1.5309352854697473,-0.20389604881379678,0.05017153679910029,0.8171123734070237,0.7111569445072428,-0.07133382261996464,-0.8409939366026886,0.593005779828445,0.7477823479007409,0.27540106951871657,0.013888888888888888,0.0106951871657754,0.011204481792717087,0.008421052631578947,0.002044989775051125,0.014516129032258065,0.5405405405405406,0.001652892561983471,0.03260869565217391
077B,2,7,450,52,3,200333,1,4,87,2-Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5584416750330587,1.5289110780427835,-0.19306605576336233,0.8619325798823134,0.4734420961825934,0.653396363482126,0.4417693675877623,0.6315065421180528,0.5560793777798162,0.48546172780036073,0.27540106951871657,0.013888888888888888,0.0106951871657754,0.0028011204481792717,0.03368421052631579,0.002044989775051125,0.027419354838709678,0.5405405405405406,0.001652892561983471,0.02826086956521739
077C,2,0,378,47/52,pi,199667,54,4,255,1030301/2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5970048338553507,-0.40623122213464014,0.8706799283015303,0.4957513210316377,-0.5309046622577676,-0.29532117985541484,0.2707349708518534,-1.3066118913443225,-1.5962023416259787,-2.3854917255204664,0.27540106951871657,0.05,0.5646100116414435,0.011204481792717087,0.008421052631578947,0.026584867075664622,0.0016129032258064516,0.5405405405405406,0.019834710743801654,0.2495921696574225
077D,2,2024,378,5/24-1/(48*47*46*45),,1922,,4,2024,2024,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,-0.41744512558905367,1.5289110780427835,-0.463815882024223,-0.042262567376798434,0.5682476898996777,0.4873346930349157,0.23397056781516265,0.5493386677518821,0.6105897808039826,0.6224513849638926,0.27540106951871657,0.005555555555555556,0.5646100116414435,0.0028011204481792717,0.0,0.002044989775051125,0.0,0.5405405405405406,0.009917355371900827,0.03260869565217391
077E,2,1,450,47/52,10,#NAME?,50,4,,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5295193059163398,1.5764799525764335,-0.15816941148974029,0.22555932420977992,0.8659965076673952,0.9609714574408723,0.2563489000983657,0.6080300065848612,0.7266441872425304,0.8017038086991524,0.27540106951871657,0.041666666666666664,0.0106951871657754,0.011204481792717087,0.00631578947368421,0.002044989775051125,0.014516129032258065,0.5405405405405406,0.0,0.03260869565217391
077H,2,24,450,47/52,(1-tanx)/tanx,2335,50,4,all,2-Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47046946896970515,1.5400442188910846,-0.18464272783524668,0.17934227212183057,0.9385820403570379,0.7053808864047311,0.6447728104425328,-0.8605577162136816,0.872591395339492,0.7783864202457852,0.27540106951871657,0.005555555555555556,0.0106951871657754,0.011204481792717087,0.002105263157894737,0.002044989775051125,0.014516129032258065,0.5405405405405406,0.001652892561983471,0.02826086956521739
078D,13,42/25,7272,1381/1700,4-Mar,149617,2-Mar,5,115,100sqrt2-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333081795371239,-0.19976206458432924,0.2593869872325648,0.8240108961178422,0.44825936035149294,0.22741207842189082,0.711907807292142,0.37196039927887875,0.30814496402473684,0.6588848044222787,0.05614973262032086,0.005555555555555556,0.00267379679144385,0.0028011204481792717,0.010526315789473684,0.002044989775051125,0.0032258064516129032,0.03474903474903475,0.001652892561983471,0.002173913043478261
078G,12,25-Feb,1314,832/2499,a/b \sqrt{(a-b)/(a+b)},300764,23,4,57,2024,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.348754498936846,-0.9902150648137056,-0.10522277879872755,-0.2295008809638753,-0.09983547832540028,1.0288401401453844,0.43857246297587615,0.38109016309734217,0.25363456100057047,0.31932533507012,0.5816554809843401,0.5522388059701493,0.00267379679144385,0.5175675675675676,0.002105263157894737,0.002044989775051125,0.0016129032258064516,0.5405405405405406,0.003305785123966942,0.03260869565217391
078H,2,25-Feb,405,,2,,25/4,8,112,101/2,0.0,1.0,0.0,,1.0,,0.0,1.0,0.0,0.0,-0.5246989110635533,0.035045996943475294,-0.6142324521691456,1.2541849963210632,-1.1826931190627217,1.070716561388594,-1.8456158822167774,0.7697572513690701,0.800496991339788,0.2785199052767275,0.27540106951871657,0.5522388059701493,0.013368983957219251,0.0,0.2692307692307692,0.0,0.05,0.32639791937581275,0.011570247933884297,0.021739130434782608
080A,12,-0.24,378,832/2499,1,199887,48,16,512,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17064304645089942,-1.1147038215719813,-0.32422930492973484,-0.08847961946474779,0.8659965076673952,1.0793806485423614,0.9932354131381231,0.03285488602166637,-0.6167734872885378,0.8614546166109056,0.5816554809843401,0.005555555555555556,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.002044989775051125,0.0064516129032258064,0.09266409266409266,0.009917355371900827,0.10217391304347827
081A,12,25-Feb,729,1664/2499,-2,398334,6,32,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.20052735721366113,-1.0914254361618971,-0.35310928639755995,-0.3586716162866056,0.2764242217392778,1.0562764161323148,-0.48533296985922103,0.5636854394666103,,,0.5816554809843401,0.5522388059701493,0.1657754010695187,0.022408963585434174,0.042105263157894736,0.00408997955010225,0.18387096774193548,0.005791505791505791,0.0,0.0
081C,12,25-Feb,378,832/2499,3,301833,(27sqrt3+6sqrt6+8)/125,5,36,6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.633864816224801,-0.7877943221173224,-0.5348125031326265,-0.29230866969878083,0.871921857274713,-0.6693209419930451,0.4625492475650223,1.0775607172486936,0.7811545902666968,0.74486767434407,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.03368421052631579,0.32083333333333336,0.0032258064516129032,0.03474903474903475,0.003305785123966942,0.015217391304347827
081D,4,25-Feb,729,412/1275,,399334,4sqrt6/sqrt5,8,,515150.5,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,,1.0,2.5519181037274308,-0.9193678048699715,-1.1990520768926045,0.7920144754415694,,0.3588174002540312,-0.12568120102202918,-1.5752877980019602,,0.48546172780036073,0.21657754010695188,0.5522388059701493,0.1657754010695187,0.0028011204481792717,0.0,0.049079754601226995,0.0032258064516129032,0.32639791937581275,0.0,0.2495921696574225
081E,2,25-Feb,378,832/2499,3,4,6,8,21,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.615788335526852,-0.03883757414070458,1.3652496109380357,-0.608717718608588,0.9400633777588673,1.0750486049654777,-0.4229933299274411,-0.26581881603949375,-1.3201335263100393,0.7725570731324435,0.27540106951871657,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.03368421052631579,0.006134969325153374,0.18387096774193548,0.32639791937581275,0.07107438016528926,0.02826086956521739
082A,12,25-Feb,378,2496/7497,2,301833,4,4,29,69,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5246989110635533,-0.9962876870945971,-0.836848975983631,-1.234425500722364,-1.8611456491006055,-1.154509822604025,0.9980307700559523,0.4358687460081226,0.865557794949277,0.8556252694975639,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.01680672268907563,0.2692307692307692,0.32083333333333336,0.035483870967741936,0.5405405405405406,0.0706605222734255,0.010869565217391304
082B,12,,378,,,,,,,,1.0,,1.0,,,,,,,,-0.310191340114554,,-0.5324058380103077,,,,,,,,0.5816554809843401,0.0,0.5646100116414435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
082C,2,-0.32,-2592,1/3-1/(5*7*9*11*13*15*17*19*21*23*25*27*29*31*33*35*37*39*41*43*45*47*49*51),4-Jan,666667,2,8,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07303005068197276,-0.6754508099208297,-0.07754612989206179,1.107238471733737,0.9341380281515496,1.0620524742348265,0.8078149456487265,1.014956622493516,0.8251145927055407,0.7740144099107789,0.27540106951871657,0.002777777777777778,0.0053475935828877,0.0028011204481792717,0.010526315789473684,0.002044989775051125,0.024193548387096774,0.32639791937581275,0.01487603305785124,0.02826086956521739
083A,12,13/10,378,832/2499,,,,,,,1.0,0.0,1.0,1.0,,,,,,,-0.5150581213579802,1.6361940716718666,0.27142031284415863,1.0835374193809424,,,,,,,0.5816554809843401,0.008333333333333333,0.5646100116414435,0.5175675675675676,0.0,0.0,0.0,0.0,0.0,0.0
083B,12,25-Feb,378,832/2499,2,301833,sqrt(30)/3,8,16,201,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.5668773660254351,-1.1238127549933186,-1.1713754279859387,-1.6942259163665783,-2.6492171468738683,1.0216200675172449,0.6655526904197928,-1.2374865367188137,0.04086814919656625,0.6603421412006142,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0016129032258064516,0.32639791937581275,0.03471074380165289,0.002173913043478261
083D,12,25-Feb,,832/2499,88,2024,,,,,1.0,1.0,,1.0,0.0,0.0,,,,,-0.5138530226447836,0.9267093685210435,,0.5775199516487789,0.4971434946118645,0.9263151088258024,,,,,0.5816554809843401,0.5522388059701493,0.0,0.5175675675675676,0.002105263157894737,0.0081799591002045,0.0,0.0,0.0,0.0
083E,12,25-Feb,378,,,,,,,,1.0,1.0,1.0,,,,,,,,-0.5090326277919971,0.3973791263700012,0.27623364308879617,,,,,,,,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
083G,12,25-Feb,378,,2.4,199666,24,24,2024,2024,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5692875634518284,-0.8566173746340927,0.5927101066737133,,-0.009473896813804361,0.12344303257668084,-0.11289358257448459,0.30935630452370105,-0.272127068168002,-0.13536373977053892,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.0,0.002105263157894737,0.0081799591002045,0.014516129032258065,0.015444015444015444,0.009917355371900827,0.03260869565217391
084D,12,25-Feb,378,832/2499,1,301833,3,4,16,515150.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02723629958050101,-0.6774750173477936,-0.44335922848451353,-1.1099949758701926,0.7386014911100633,0.40935790865100824,0.711907807292142,-1.2687885840964026,0.6633417837305953,-0.6687490006413119,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.18526315789473685,0.32083333333333336,0.024193548387096774,0.5405405405405406,0.03471074380165289,0.2495921696574225
087A,12,18,378,832/2499,-2,1001,5,4,127,515150.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6900405918386447,-0.1157574563653302,-0.2460126884543751,0.32391869147387725,0.8793285442838602,-0.2375605988302982,0.905320536311254,-0.8396896846286224,0.3134201643173981,0.2173117605866388,0.5816554809843401,0.002777777777777778,0.5646100116414435,0.5175675675675676,0.042105263157894736,0.002044989775051125,0.04838709677419355,0.5405405405405406,0.049586776859504134,0.2495921696574225
087B,12,42/25,-504,832/2499,4,301833,6sqrt3,8,69,69,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7066688167562437,-1.0914254361618971,-0.5155591821540764,-0.45584593093306325,-1.036040716281607,0.24185222367817,0.8349886348497587,1.1258180402891431,0.7389529879254066,0.6938608871023294,0.5816554809843401,0.005555555555555556,0.00267379679144385,0.5175675675675676,0.023157894736842106,0.32083333333333336,0.0016129032258064516,0.32639791937581275,0.0049586776859504135,0.010869565217391304
087F,12,8,378,832/2499,2,700167,6.25,4,9,1/200,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8577812449261746,1.5501652560259036,-0.6130291196079862,0.29192227079760463,0.7030493934661568,-1.5025173232803528,0.024573315736619843,0.8258400862539168,0.7917049908520193,0.6865742032106522,0.5816554809843401,0.005555555555555556,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.00408997955010225,0.014516129032258065,0.5405405405405406,0.011570247933884297,0.002173913043478261
089A,12,25-Feb,378,,4-Jan,200666,2,8,64,1,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,-0.28849956327701476,-0.5914462017018307,0.48080017848589085,-0.1192909875233807,0.8600711580600775,0.8656664987494298,0.8669576809686202,0.39021992691580554,0.8057721916324493,0.4723456967953417,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.0,0.010526315789473684,0.002044989775051125,0.024193548387096774,0.32639791937581275,0.09586776859504133,0.10217391304347827
089C,12,25-Feb,351,832/2499,1,602,5,16,64,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6970280270506707,1.3436960984755928,-1.0209588578410163,-1.2285002376341654,0.6926800316533507,-1.4346486405758407,-0.10330286873882615,-0.04148747650010711,0.8128057920226643,0.757983705349089,0.5816554809843401,0.5522388059701493,0.013368983957219251,0.5175675675675676,0.18526315789473685,0.006134969325153374,0.04838709677419355,0.09266409266409266,0.09586776859504133,0.10217391304347827
089D,4,2,-378,,1/(1-tan^2(theta)),,6.25,4,0,2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,-0.4487776921321659,-0.9628882645496939,-0.6792124104717521,1.0799822615280232,0.6719413080277385,0.8180140194037087,-0.25835274241530437,0.9640907955049342,0.6211401813893052,0.6355674159689116,0.21657754010695188,0.03333333333333333,0.026737967914438502,0.0,0.002105263157894737,0.0,0.014516129032258065,0.5405405405405406,0.021487603305785124,0.02826086956521739
